"TranscriptID","Strand","TranscriptLocation","CDSID","CDSLocation","AdditionalInformation","AssociatedFunction","OrthoLmjF","OrthoLdHU3"
"LmjF.31.T1180","-","LmjF.31:461263..462346","LmjF.31.1180","LmjF.31:461712..462200","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.31.T1180.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, unknown function ","N/A","LDHU3_31.1960"
"LmjF.31.T1190","-","LmjF.31:462761..463972","LmjF.31.1190","LmjF.31:463352..463744","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.31.T1190.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, unknown function ","N/A","LDHU3_31.1970"
"LmjF.31.T1195","-","LmjF.31:464351..464834","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.31.T1195.html"" target=""_blank""> Click for Additional information</a>","N/A ","N/A","N/A"
"LmjF.31.T1200","-","LmjF.31:465246..466902","LmjF.31.1200","LmjF.31:466305..466709","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.31.T1200.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, unknown function ","N/A","LDHU3_31.1990"
"LmjF.31.T1210","-","LmjF.31:467340..482972","LmjF.31.1210","LmjF.31:468061..482880","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.31.T1210.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved ","N/A","LDHU3_31.2000"
"LmjF.31.T0180","-","LmjF.31:47539..48147","LmjF.31.0180","LmjF.31:47660..48133","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.31.T0180.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved ","N/A","LDHU3_31.0230"
"LmjF.31.T1212","-","LmjF.31:483230..483938","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.31.T1212.html"" target=""_blank""> Click for Additional information</a>","N/A ","N/A","N/A"
"LmjF.31.T1220","-","LmjF.31:484316..490432","LmjF.31.1220","LmjF.31:487881..490289","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.31.T1220.html"" target=""_blank""> Click for Additional information</a>","vacuolar-type proton translocating pyrophosphatase 1, putative ","N/A","LDHU3_31.2020"
"LmjF.31.T0190","-","LmjF.31:48594..50773","LmjF.31.0190","LmjF.31:48774..50663","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.31.T0190.html"" target=""_blank""> Click for Additional information</a>","nucleolar protein, putative ","N/A","LDHU3_31.0240"
"LmjF.31.T1230","-","LmjF.31:490617..493615","LmjF.31.1230","LmjF.31:490904..493831","<a href=""http://leish-esp.cbm.uam.es/GrupoC_sub1/LmjF.31.T1230.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, unknown function ","N/A","LDHU3_31.2030"
"LmjF.31.T1235","-","LmjF.31:493890..494611","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.31.T1235.html"" target=""_blank""> Click for Additional information</a>","N/A ","N/A","N/A"
"LmjF.31.T1236","-","LmjF.31:494683..494946","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.31.T1236.html"" target=""_blank""> Click for Additional information</a>","N/A ","N/A","N/A"
"LmjF.31.T1237","-","LmjF.31:495078..495564","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.31.T1237.html"" target=""_blank""> Click for Additional information</a>","N/A ","N/A","N/A"
"LmjF.31.T1240","-","LmjF.31:495759..501595","LmjF.31.1240","LmjF.31:496958..500839","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.31.T1240.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved ","N/A","LDHU3_31.2070"
"LmjF.31.T1250","-","LmjF.31:501925..505685","LmjF.31.1250","LmjF.31:502293..505568","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.31.T1250.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved ","N/A","LDHU3_31.2090"
"LmjF.31.T1260","-","LmjF.31:506038..509682","LmjF.31.1260","LmjF.31:507420..509303","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.31.T1260.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved ","N/A","LDHU3_31.2100"
"LmjF.31.T1262","-","LmjF.31:509683..510485","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.31.T1262.html"" target=""_blank""> Click for Additional information</a>","N/A ","N/A","N/A"
"LmjF.31.T1270","-","LmjF.31:510594..516638","LmjF.31.1270","LmjF.31:511041..516074","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.31.T1270.html"" target=""_blank""> Click for Additional information</a>","p-glycoprotein e ","N/A","LDHU3_31.2120"
"LmjF.31.T0200","-","LmjF.31:51217..52863","LmjF.31.0200","LmjF.31:51452..52909","<a href=""http://leish-esp.cbm.uam.es/GrupoC_sub1/LmjF.31.T0200.html"" target=""_blank""> Click for Additional information</a>","WD repeat protein ","N/A","LDHU3_31.0250"
"LmjF.31.T1280","-","LmjF.31:516976..523202","LmjF.31.1280","LmjF.31:517988..522604","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.31.T1280.html"" target=""_blank""> Click for Additional information</a>","ATP-binding cassette protein subfamily C, member 5, putative (ABCC5) ","N/A","LDHU3_31.2140"
"LmjF.31.T1290","-","LmjF.31:523461..530561","LmjF.31.1290","LmjF.31:524482..529146","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.31.T1290.html"" target=""_blank""> Click for Additional information</a>","ATP-binding cassette protein subfamily C, member 6, putative (ABCC6) ","N/A","LDHU3_31.2160"
"LmjF.31.T0205","-","LmjF.31:53050..53819","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.31.T0205.html"" target=""_blank""> Click for Additional information</a>","N/A ","N/A","N/A"
"LmjF.31.T1300","-","LmjF.31:530888..535406","LmjF.31.1300","LmjF.31:531497..534484","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.31.T1300.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved ","N/A","LDHU3_31.2170"
"LmjF.31.T1310","-","LmjF.31:535795..542818","LmjF.31.1310","LmjF.31:536746..541332","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.31.T1310.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved ","N/A","LDHU3_31.2190"
"LmjF.31.T0207","-","LmjF.31:54052..54716","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.31.T0207.html"" target=""_blank""> Click for Additional information</a>","N/A ","N/A","N/A"
"LmjF.31.T1320","-","LmjF.31:542819..553665","LmjF.31.1320","LmjF.31:543666..551357","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.31.T1320.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved ","N/A","LDHU3_31.2200"
"LmjF.31.T0210","-","LmjF.31:54931..56805","LmjF.31.0210","LmjF.31:55157..56725","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.31.T0210.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved ","N/A","LDHU3_31.0280"
"LmjF.31.T0005","-","LmjF.31:55..1677","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.31.T0005.html"" target=""_blank""> Click for Additional information</a>","N/A ","N/A","N/A"
"LmjF.31.T1330","-","LmjF.31:554059..569909","LmjF.31.1330","LmjF.31:560920..566637","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.31.T1330.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, unknown function ","N/A","LDHU3_31.2210"
"LmjF.31.T1335","-","LmjF.31:570326..571816","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.31.T1335.html"" target=""_blank""> Click for Additional information</a>","N/A ","N/A","N/A"
"LmjF.31.T0220","-","LmjF.31:57048..57864","LmjF.31.0220","LmjF.31:57202..57825","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.31.T0220.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved ","N/A","LDHU3_31.0290"
"LmjF.31.T1340","-","LmjF.31:571817..582919","LmjF.31.1340","LmjF.31:581301..582686","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.31.T1340.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved ","N/A","LDHU3_31.2230"
"LmjF.31.T0230","-","LmjF.31:57865..61085","LmjF.31.0230","LmjF.31:58430..61009","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.31.T0230.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved ","N/A","LDHU3_31.0300"
"LmjF.31.T1345","-","LmjF.31:583667..585644","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.31.T1345.html"" target=""_blank""> Click for Additional information</a>","N/A ","N/A","N/A"
"LmjF.31.T1347","-","LmjF.31:586056..590021","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.31.T1347.html"" target=""_blank""> Click for Additional information</a>","N/A ","N/A","N/A"
"LmjF.31.T1350","-","LmjF.31:590022..596804","LmjF.31.1350","LmjF.31:593689..595233","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.31.T1350.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, unknown function ","N/A","LDHU3_31.2240"
"LmjF.31.T0020","-","LmjF.31:5934..8747","LmjF.31.0020","LmjF.31:7704..8648","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.31.T0020.html"" target=""_blank""> Click for Additional information</a>","aquaglyceroporin (AQP1) ","N/A","LDHU3_31.0040"
"LmjF.31.T1356","-","LmjF.31:596915..600842","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.31.T1356.html"" target=""_blank""> Click for Additional information</a>","N/A ","N/A","N/A"
"LmjF.31.T1360","-","LmjF.31:601127..602609","LmjF.31.1360","LmjF.31:601324..602592","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.31.T1360.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved ","N/A","LDHU3_31.2250"
"LmjF.31.T1370","-","LmjF.31:602890..608008","LmjF.31.1370","LmjF.31:603309..607307","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.31.T1370.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved ","N/A","LDHU3_31.2270"
"LmjF.31.T1380","-","LmjF.31:608355..612885","LmjF.31.1380","LmjF.31:609006..612212","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.31.T1380.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, unknown function ","N/A","LDHU3_31.2280"
"LmjF.31.T1390","-","LmjF.31:613148..616551","LmjF.31.1390","LmjF.31:613366..615654","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.31.T1390.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, unknown function ","N/A","LDHU3_31.2290"
"LmjF.31.T0240","-","LmjF.31:61413..63490","LmjF.31.0240","LmjF.31:61920..63794","<a href=""http://leish-esp.cbm.uam.es/GrupoC_sub1/LmjF.31.T0240.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved ","N/A","LDHU3_31.0310"
"LmjF.31.T1392","-","LmjF.31:616847..619227","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.31.T1392.html"" target=""_blank""> Click for Additional information</a>","N/A ","N/A","N/A"
"LmjF.31.T1395","-","LmjF.31:619640..622153","LmjF.31.1395","LmjF.31:621518..621898","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.31.T1395.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved ","N/A","LDHU3_31.2310"
"LmjF.31.T1397","-","LmjF.31:622531..623712","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.31.T1397.html"" target=""_blank""> Click for Additional information</a>","N/A ","N/A","N/A"
"LmjF.31.T1400","-","LmjF.31:623850..630744","LmjF.31.1400","LmjF.31:625062..628910","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.31.T1400.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved ","N/A","LDHU3_31.2330"
"LmjF.31.T1404","-","LmjF.31:630745..632333","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.31.T1404.html"" target=""_blank""> Click for Additional information</a>","N/A ","N/A","N/A"
"LmjF.31.T1405","-","LmjF.31:632334..634023","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.31.T1405.html"" target=""_blank""> Click for Additional information</a>","N/A ","N/A","N/A"
"LmjF.31.T1410","-","LmjF.31:634390..647169","LmjF.31.1410","LmjF.31:638274..645431","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.31.T1410.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved ","N/A","LDHU3_31.2340"
"LmjF.31.T0250","-","LmjF.31:63854..67983","LmjF.31.0250","LmjF.31:64190..66928","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.31.T0250.html"" target=""_blank""> Click for Additional information</a>","ATP-dependent RNA helicase, putative ","N/A","LDHU3_31.0320"
"LmjF.31.T1420","-","LmjF.31:647573..654921","LmjF.31.1420","LmjF.31:651025..654498","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.31.T1420.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved ","N/A","LDHU3_31.2350"
"LmjF.31.T1430","-","LmjF.31:655242..661445","LmjF.31.1430","LmjF.31:655514..660937","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.31.T1430.html"" target=""_blank""> Click for Additional information</a>","pentamidine resistance protein 1 (PRP1) ","N/A","LDHU3_31.2360"
"LmjF.31.T1437","-","LmjF.31:661962..664175","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.31.T1437.html"" target=""_blank""> Click for Additional information</a>","N/A ","N/A","N/A"
"LmjF.31.T1440","-","LmjF.31:664672..669517","LmjF.31.1440","LmjF.31:667597..669191","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.31.T1440.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, unknown function ","N/A","LDHU3_31.2500"
"LmjF.31.T1442","-","LmjF.31:670310..671818","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.31.T1442.html"" target=""_blank""> Click for Additional information</a>","N/A ","N/A","N/A"
"LmjF.31.T1445","-","LmjF.31:672257..676657","LmjF.31.1445","LmjF.31:674790..676172","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.31.T1445.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, unknown function ","N/A","LDHU3_31.2540"
"LmjF.31.T1447","-","LmjF.31:677254..679367","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.31.T1447.html"" target=""_blank""> Click for Additional information</a>","N/A ","N/A","N/A"
"LmjF.31.T1450","-","LmjF.31:679469..683971","LmjF.31.1450","LmjF.31:682048..682956","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.31.T1450.html"" target=""_blank""> Click for Additional information</a>","surface membrane protein gp46-like protein ","N/A","LDHU3_31.2570"
"LmjF.31.T0255","-","LmjF.31:68125..69757","LmjF.31.0255","LmjF.31:69364..69609","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.31.T0255.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved ","N/A","LDHU3_31.0330"
"LmjF.31.T1460","-","LmjF.31:684508..688412","LmjF.31.1460","LmjF.31:686914..687825","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.31.T1460.html"" target=""_blank""> Click for Additional information</a>","surface membrane protein gp46-like protein ","N/A","LDHU3_31.2590"
"LmjF.31.T1470","-","LmjF.31:688742..692722","LmjF.31.1470","LmjF.31:689004..692129","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.31.T1470.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, unknown function ","N/A","LDHU3_31.2600"
"LmjF.31.T1475","-","LmjF.31:693087..693414","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.31.T1475.html"" target=""_blank""> Click for Additional information</a>","N/A ","N/A","N/A"
"LmjF.31.T1480","-","LmjF.31:693658..699954","LmjF.31.1480","LmjF.31:694460..699352","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.31.T1480.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, unknown function ","N/A","LDHU3_31.2630"
"LmjF.31.T0260","-","LmjF.31:69938..71207","LmjF.31.0260","LmjF.31:70251..71135","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.31.T0260.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved ","N/A","LDHU3_31.0340"
"LmjF.31.T1490","-","LmjF.31:700255..704902","LmjF.31.1490","LmjF.31:700388..705130","<a href=""http://leish-esp.cbm.uam.es/GrupoC_sub1/LmjF.31.T1490.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved ","N/A","LDHU3_31.2640"
"LmjF.31.T1494","-","LmjF.31:705061..706148","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.31.T1494.html"" target=""_blank""> Click for Additional information</a>","N/A ","N/A","N/A"
"LmjF.31.T1495","-","LmjF.31:706149..708635","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.31.T1495.html"" target=""_blank""> Click for Additional information</a>","N/A ","N/A","N/A"
"LmjF.31.T1500","-","LmjF.31:709030..715071","LmjF.31.1500","LmjF.31:711309..714755","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.31.T1500.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved ","N/A","LDHU3_31.2660"
"LmjF.31.T1510","-","LmjF.31:715646..725093","LmjF.31.1510","LmjF.31:717486..722582","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.31.T1510.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved ","N/A","LDHU3_31.2680"
"LmjF.31.T0270","-","LmjF.31:71581..73464","LmjF.31.0270","LmjF.31:72370..73347","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.31.T0270.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, unknown function ","N/A","LDHU3_31.0350"
"LmjF.31.T1515","-","LmjF.31:725414..727774","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.31.T1515.html"" target=""_blank""> Click for Additional information</a>","N/A ","N/A","N/A"
"LmjF.31.T1520","-","LmjF.31:727780..739272","LmjF.31.1520","LmjF.31:733545..736400","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.31.T1520.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved ","N/A","LDHU3_31.2730"
"LmjF.31.T0280","-","LmjF.31:73851..75232","LmjF.31.0280","LmjF.31:73946..74971","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.31.T0280.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved ","N/A","LDHU3_31.0360"
"LmjF.31.T1530","-","LmjF.31:739652..750161","LmjF.31.1530","LmjF.31:742883..749722","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.31.T1530.html"" target=""_blank""> Click for Additional information</a>","protein kinase, putative ","N/A","LDHU3_31.2740"
"LmjF.31.T1540","-","LmjF.31:750507..759217","LmjF.31.1540","LmjF.31:757237..758514","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.31.T1540.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, unknown function ","N/A","LDHU3_31.2760"
