"TranscriptID","Strand","TranscriptLocation","CDSID","CDSLocation","AdditionalInformation","AssociatedFunction"
"LmjF.28.T0870","+","LmjF.28:316790..319322","LmjF.28.0870","LmjF.28:317024..318760","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.28.T0870.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.28.T0880","+","LmjF.28:319790..321329","LmjF.28.0880","LmjF.28:320363..320893","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.28.T0880.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.28.T0890","+","LmjF.28:321794..325202","LmjF.28.0890","LmjF.28:322440..324839","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.28.T0890.html"" target=""_blank""> Click for Additional information</a>","ribonucleoside-diphosphate reductase large chain, putative "
"LmjF.28.T0895","+","LmjF.28:325513..326414","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.28.T0895.html"" target=""_blank""> Click for Additional information</a>","N/A "
"LmjF.28.T0900","+","LmjF.28:326757..328022","LmjF.28.0900","LmjF.28:326785..327657","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.28.T0900.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.28.T0910","+","LmjF.28:328595..336685","LmjF.28.0910","LmjF.28:330108..334523","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.28.T0910.html"" target=""_blank""> Click for Additional information</a>","endonuclease/exonuclease/phosphatase-like protein "
"LmjF.28.T0915","+","LmjF.28:337100..339461","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.28.T0915.html"" target=""_blank""> Click for Additional information</a>","N/A "
"LmjF.28.T0920","+","LmjF.28:339796..340876","LmjF.28.0920","LmjF.28:339856..340425","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.28.T0920.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.28.T0930","+","LmjF.28:341284..343914","LmjF.28.0930","LmjF.28:341650..342885","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.28.T0930.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.28.T0932","+","LmjF.28:343844..344512","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.28.T0932.html"" target=""_blank""> Click for Additional information</a>","N/A "
"LmjF.28.T0940","+","LmjF.28:344513..347892","LmjF.28.0940","LmjF.28:344661..347582","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.28.T0940.html"" target=""_blank""> Click for Additional information</a>","oxidoreductase-like protein "
"LmjF.28.T0950","+","LmjF.28:348438..349455","LmjF.28.0950","LmjF.28:348553..348933","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.28.T0950.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.28.T0960","+","LmjF.28:349922..350894","LmjF.28.0960","LmjF.28:349958..350392","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.28.T0960.html"" target=""_blank""> Click for Additional information</a>","40S ribosomal protein S14 "
"LmjF.28.T0970","+","LmjF.28:351560..352414","LmjF.28.0970","LmjF.28:351781..352278","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.28.T0970.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.28.T0980","+","LmjF.28:352809..356156","LmjF.28.0980","LmjF.28:353036..353758","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.28.T0980.html"" target=""_blank""> Click for Additional information</a>","P27 protein, putative (P27) "
"LmjF.28.T0985","+","LmjF.28:356644..359457","LmjF.28.0985","LmjF.28:356788..357411","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.28.T0985.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein "
"LmjF.28.T0990","+","LmjF.28:359771..361873","LmjF.28.0990","LmjF.28:359922..361172","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.28.T0990.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.28.T0995","+","LmjF.28:362217..364581","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.28.T0995.html"" target=""_blank""> Click for Additional information</a>","N/A "
"LmjF.28.T1000","+","LmjF.28:364859..368938","LmjF.28.1000","LmjF.28:365360..368179","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.28.T1000.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.28.T1010","+","LmjF.28:369247..369874","LmjF.28.1010","LmjF.28:369274..369624","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.28.T1010.html"" target=""_blank""> Click for Additional information</a>","ribosomal protein S20, putative "
"LmjF.28.T1020","+","LmjF.28:370281..373207","LmjF.28.1020","LmjF.28:370814..372697","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.28.T1020.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.28.T1030","+","LmjF.28:373770..374397","LmjF.28.1030","LmjF.28:373797..374147","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.28.T1030.html"" target=""_blank""> Click for Additional information</a>","ribosomal protein S20, putative "
"LmjF.28.T1040","+","LmjF.28:374799..378010","LmjF.28.1040","LmjF.28:375119..377638","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.28.T1040.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, unknown function "
"LmjF.28.T1050","+","LmjF.28:378330..383786","LmjF.28.1050","LmjF.28:379466..380692","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.28.T1050.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.28.T1054","+","LmjF.28:383787..384793","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.28.T1054.html"" target=""_blank""> Click for Additional information</a>","N/A "
"LmjF.28.T1055","+","LmjF.28:384794..385509","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.28.T1055.html"" target=""_blank""> Click for Additional information</a>","N/A "
"LmjF.28.T1060","+","LmjF.28:385887..388788","LmjF.28.1060","LmjF.28:386009..387226","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.28.T1060.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.28.T1070","+","LmjF.28:389212..394554","LmjF.28.1070","LmjF.28:390168..394148","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.28.T1070.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.28.T1080","+","LmjF.28:394934..398944","LmjF.28.1080","LmjF.28:396518..398359","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.28.T1080.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.28.T1085","+","LmjF.28:399453..399742","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.28.T1085.html"" target=""_blank""> Click for Additional information</a>","N/A "
"LmjF.28.T1090","+","LmjF.28:400026..404327","LmjF.28.1090","LmjF.28:401810..404167","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.28.T1090.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.28.T1092","+","LmjF.28:404634..405790","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.28.T1092.html"" target=""_blank""> Click for Additional information</a>","N/A "
"LmjF.28.T1095","+","LmjF.28:406224..407250","LmjF.28.1095","LmjF.28:406616..406975","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.28.T1095.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.28.T1097","+","LmjF.28:407251..408266","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.28.T1097.html"" target=""_blank""> Click for Additional information</a>","N/A "
"LmjF.28.T1100","+","LmjF.28:408686..412135","LmjF.28.1100","LmjF.28:408996..411542","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.28.T1100.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.28.T1110","+","LmjF.28:412522..416306","LmjF.28.1110","LmjF.28:412689..414578","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.28.T1110.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.28.T1120","+","LmjF.28:416857..419596","LmjF.28.1120","LmjF.28:417491..418255","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.28.T1120.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.28.T1130","+","LmjF.28:420117..428287","LmjF.28.1130","LmjF.28:421382..422941","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.28.T1130.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, unknown function "
"LmjF.28.T1140","+","LmjF.28:428911..432089","LmjF.28.1140","LmjF.28:429070..430047","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.28.T1140.html"" target=""_blank""> Click for Additional information</a>","electron-transfer-flavoprotein, alpha polypeptide, putative "
"LmjF.28.T1150","+","LmjF.28:432478..436134","LmjF.28.1150","LmjF.28:432697..434922","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.28.T1150.html"" target=""_blank""> Click for Additional information</a>","long-chain-fatty-acid-CoA ligase, putative "
"LmjF.28.T1155","+","LmjF.28:436310..437952","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.28.T1155.html"" target=""_blank""> Click for Additional information</a>","N/A "
"LmjF.28.T1160","+","LmjF.28:438330..440146","LmjF.28.1160","LmjF.28:438554..439159","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.28.T1160.html"" target=""_blank""> Click for Additional information</a>","vacuolar type h  ATPase subunit, putative "
"LmjF.28.T1165","+","LmjF.28:440491..443800","LmjF.28.1165","LmjF.28:441913..443704","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.28.T1165.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein "
"LmjF.28.T1170","+","LmjF.28:444366..444916","LmjF.28.1170","LmjF.28:444416..444715","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.28.T1170.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.28.T1180","+","LmjF.28:445362..447521","LmjF.28.1180","LmjF.28:445529..446209","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.28.T1180.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.28.T1190","+","LmjF.28:447963..450412","LmjF.28.1190","LmjF.28:448563..450089","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.28.T1190.html"" target=""_blank""> Click for Additional information</a>","copine i-like protein "
"LmjF.28.T1200","+","LmjF.28:450825..457087","LmjF.28.1200","LmjF.28:451463..453439","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.28.T1200.html"" target=""_blank""> Click for Additional information</a>","glucose-regulated protein 78, putative "
"LmjF.28.T1210","+","LmjF.28:457547..460595","LmjF.28.1210","LmjF.28:458112..460478","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.28.T1210.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.28.T1220","+","LmjF.28:460998..463437","LmjF.28.1220","LmjF.28:461225..462643","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.28.T1220.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.28.T1230","+","LmjF.28:463702..465203","LmjF.28.1230","LmjF.28:463794..465035","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.28.T1230.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, unknown function "
"LmjF.28.T1235","+","LmjF.28:465733..466158","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.28.T1235.html"" target=""_blank""> Click for Additional information</a>","N/A "
"LmjF.28.T1240","+","LmjF.28:466403..469592","LmjF.28.1240","LmjF.28:466772..468709","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.28.T1240.html"" target=""_blank""> Click for Additional information</a>","p450 reductase, putative "
"LmjF.28.T1250","+","LmjF.28:469983..471881","LmjF.28.1250","LmjF.28:470167..471483","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.28.T1250.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.28.T1260","+","LmjF.28:472451..476555","LmjF.28.1260","LmjF.28:472647..476018","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.28.T1260.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.28.T1270","+","LmjF.28:476942..478815","LmjF.28.1270","LmjF.28:477170..478588","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.28.T1270.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.28.T1280","+","LmjF.28:479062..482817","LmjF.28.1280","LmjF.28:479203..480564","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.28.T1280.html"" target=""_blank""> Click for Additional information</a>","phenylalanine-4-hydroxylase (PAH) "
"LmjF.28.T1290","+","LmjF.28:483118..484960","LmjF.28.1290","LmjF.28:483253..484572","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.28.T1290.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.28.T1300","+","LmjF.28:485184..486840","LmjF.28.1300","LmjF.28:485204..486400","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.28.T1300.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.28.T1310","+","LmjF.28:487355..491055","LmjF.28.1310","LmjF.28:487407..490109","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.28.T1310.html"" target=""_blank""> Click for Additional information</a>","ATP-dependent RNA helicase, putative "
"LmjF.28.T1320","+","LmjF.28:491486..493718","LmjF.28.1320","LmjF.28:491576..493045","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.28.T1320.html"" target=""_blank""> Click for Additional information</a>","prenyltransferase, putative "
"LmjF.28.T1330","+","LmjF.28:494009..497206","LmjF.28.1330","LmjF.28:494169..495218","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.28.T1330.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.28.T1335","+","LmjF.28:497736..499115","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.28.T1335.html"" target=""_blank""> Click for Additional information</a>","N/A "
"LmjF.28.T1340","+","LmjF.28:499229..500906","LmjF.28.1340","LmjF.28:499759..500325","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.28.T1340.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.28.T1350","+","LmjF.28:501108..503287","LmjF.28.1350","LmjF.28:501568..502569","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.28.T1350.html"" target=""_blank""> Click for Additional information</a>","haloacid dehalogenase-like hydrolase-like protein "
"LmjF.28.T1355","+","LmjF.28:503502..504714","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.28.T1355.html"" target=""_blank""> Click for Additional information</a>","N/A "
"LmjF.28.T1360","+","LmjF.28:505015..507397","LmjF.28.1360","LmjF.28:505190..506059","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.28.T1360.html"" target=""_blank""> Click for Additional information</a>","haloacid dehalogenase-like hydrolase-like protein "
"LmjF.28.T1370","+","LmjF.28:507701..509086","LmjF.28.1370","LmjF.28:507951..508805","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.28.T1370.html"" target=""_blank""> Click for Additional information</a>","haloacid dehalogenase-like hydrolase, putative "
"LmjF.28.T1380","+","LmjF.28:509496..512363","LmjF.28.1380","LmjF.28:510536..511744","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.28.T1380.html"" target=""_blank""> Click for Additional information</a>","haloacid dehalogenase-like hydrolase-like protein "
"LmjF.28.T1385","+","LmjF.28:512334..513979","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.28.T1385.html"" target=""_blank""> Click for Additional information</a>","N/A "
"LmjF.28.T1386","+","LmjF.28:514294..514530","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.28.T1386.html"" target=""_blank""> Click for Additional information</a>","N/A "
"LmjF.28.T1390","+","LmjF.28:514813..516402","LmjF.28.1390","LmjF.28:515145..516173","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.28.T1390.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.28.T1393","+","LmjF.28:516403..519001","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.28.T1393.html"" target=""_blank""> Click for Additional information</a>","N/A "
"LmjF.28.T1400","+","LmjF.28:519434..522769","LmjF.28.1400","LmjF.28:519608..521230","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.28.T1400.html"" target=""_blank""> Click for Additional information</a>","amastin-like protein "
"LmjF.28.T1404","+","LmjF.28:523139..525772","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.28.T1404.html"" target=""_blank""> Click for Additional information</a>","N/A "
"LmjF.28.T1405","+","LmjF.28:526129..531622","LmjF.28.1405","LmjF.28:527573..528769","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.28.T1405.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein "
"LmjF.28.T1410","+","LmjF.28:532055..534800","LmjF.28.1410","LmjF.28:532193..534448","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.28.T1410.html"" target=""_blank""> Click for Additional information</a>","DNA polymerase kappa, putative "
"LmjF.28.T1415","+","LmjF.28:535213..535906","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.28.T1415.html"" target=""_blank""> Click for Additional information</a>","N/A "
